,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1156,92.32.00,24.49.00,1372.11.00,−470.56.00,54.35.00,surströmming,122.23.00,1318.48.00,5610.36.00,−90293.31.00,TRUE,FALSE,1431.41.00
1157,1473.54.00,407.34.00,2092.08.00,−1568.12.00,896.38.00,mustard silt,637.02.00,390.50.00,6574.44.00,−89750.29.00,TRUE,FALSE,−763.55.00
1158,140.13.00,−59.17.00,2178.49.00,−413.59.00,−463.34.00,surströmming,1478.44.00,541.02.00,6384.30.00,−89415.45.00,TRUE,FALSE,887.58.00
1159,1267.29.00,−1370.49.00,1378.56.00,−1399.07.00,−350.45.00,surströmming,−206.56.00,−1460.22.00,5939.07.00,−90421.22.00,FALSE,FALSE,1050.54.00
1160,203.08.00,−1357.58.00,1118.59.00,−1284.28.00,−1655.00.00,surströmming,−1262.58.00,−979.47.00,5856.59.00,−90065.07.00,FALSE,FALSE,1004.38.00
1161,64.02.00,139.23.00,1316.55.00,−318.59.00,639.46.00,mustard silt,−1374.04.00,−427.45.00,5619.03.00,−90690.12.00,TRUE,FALSE,−1686.55.00
1162,−757.52.00,1143.53.00,2129.05.00,−1736.21.00,1184.01.00,mustard silt,159.44.00,761.29.00,6180.37.00,−89380.05.00,TRUE,FALSE,−734.32.00
1163,839.04.00,−924.18.00,1945.02.00,−1643.43.00,−367.47.00,surströmming,159.34.00,583.13.00,5640.57.00,−89479.38.00,TRUE,FALSE,734.07.00
1164,−278.04.00,1629.37.00,1695.45.00,−673.07.00,253.49.00,mustard silt,1055.12.00,−1612.30.00,6312.30.00,−90357.20.00,TRUE,FALSE,−279.52.00
1165,832.14.00,−733.44.00,1168.07.00,−1385.50.00,−281.41.00,surströmming,1247.17.00,−1006.00.00,5998.55.00,−89929.28.00,FALSE,FALSE,836.30.00
1166,512.40.00,945.07.00,2330.04.00,−1252.12.00,413.35.00,mustard silt,656.50.00,277.03.00,5550.18.00,−90171.44.00,TRUE,FALSE,−402.14.00
1167,−368.04.00,1652.22.00,1790.12.00,−1052.26.00,303.52.00,old-fashioned silt,−34.07.00,−194.06.00,6462.44.00,−90476.59.00,TRUE,FALSE,−1401.28.00
1168,−520.43.00,512.13.00,1968.10.00,−580.10.00,1460.00.00,mustard silt,−204.18.00,−261.20.00,6938.10.00,−90040.32.00,TRUE,FALSE,−617.01.00
1169,450.01.00,−505.28.00,1663.45.00,−1049.56.00,−1112.03.00,surströmming,−1660.54.00,163.37.00,6681.51.00,−90066.20.00,TRUE,FALSE,1128.39.00
1170,963.19.00,805.40.00,1317.25.00,−703.59.00,106.49.00,mustard silt,1557.31.00,−533.03.00,6523.12.00,−89803.48.00,FALSE,FALSE,−862.18.00
1171,66.23.00,519.56.00,1134.56.00,−726.35.00,1476.59.00,mustard silt,71.55.00,−418.59.00,6248.53.00,−89691.15.00,FALSE,FALSE,−827.36.00
1172,581.34.00,618.08.00,1667.16.00,−159.04.00,1359.54.00,mexicansk silt,247.43.00,−493.58.00,5579.03.00,−89338.30.00,TRUE,FALSE,−620.01.00
1173,600.39.00,−509.56.00,2298.00.00,−677.15.00,−1121.52.00,surströmming,130.03.00,833.31.00,6489.17.00,−90216.45.00,TRUE,FALSE,649.17.00
1174,−569.25.00,480.36.00,1541.35.00,−1432.57.00,1390.27.00,mustard silt,−498.13.00,669.41.00,5964.30.00,−89349.26.00,TRUE,FALSE,−1599.23.00
1175,−260.54.00,292.58.00,1155.23.00,−377.50.00,977.40.00,mustard silt,−390.38.00,275.20.00,5719.40.00,−89447.23.00,TRUE,FALSE,−1357.43.00
1176,1511.32.00,−882.16.00,1338.00.00,−201.55.00,−275.18.00,surströmming,−944.32.00,56.19.00,6546.18.00,−90597.26.00,TRUE,FALSE,740.37.00
1177,1096.13.00,−1237.52.00,1089.49.00,−1142.57.00,−1057.38.00,curry silt,−457.24.00,−850.56.00,5590.28.00,−90707.53.00,FALSE,FALSE,671.21.00
1178,931.50.00,1059.24.00,1193.57.00,−462.00.00,665.02.00,silt med onions,−1344.00.00,15.03,6000.44.00,−90404.01.00,TRUE,FALSE,−1665.55.00
1179,1442.11.00,111.29.00,1689.54.00,−452.52.00,245.17.00,surströmming,1010.01.00,1019.33.00,5771.10.00,−90157.13.00,TRUE,FALSE,−885.17.00
1180,590.56.00,1227.24.00,2055.15.00,−1716.27.00,1034.37.00,mustard silt,−1006.33.00,1611.53.00,6393.41.00,−90844.22.00,TRUE,FALSE,−1623.22.00
1181,682.56.00,1089.10.00,1255.53.00,−1244.53.00,730.31.00,mustard silt,1660.08.00,105.55.00,6839.44.00,−89975.38.00,TRUE,FALSE,−1586.52.00
1182,1593.01.00,−07.17.00,1518.04.00,−167.09.00,−16.01.00,surströmming,877.35.00,−725.02.00,5954.19.00,−89216.14.00,TRUE,FALSE,−92.04.00
1183,1127.39.00,−730.54.00,2284.56.00,−117.53.00,−275.28.00,surströmming,872.59.00,−785.40.00,5809.12.00,−90383.34.00,TRUE,FALSE,342.34.00
1184,154.23.00,−86.02.00,1387.01.00,−812.45.00,−522.25.00,mexicansk silt,115.02.00,794.40.00,7040.49.00,−89622.14.00,FALSE,FALSE,367.01.00
1185,1556.46.00,399.44.00,1135.04.00,−1483.04.00,879.24.00,mustard silt,−31.49.00,1554.55.00,6791.30.00,−89288.42.00,TRUE,FALSE,−1263.11.00
1186,826.58.00,−708.48.00,2394.49.00,−490.23.00,−226.50.00,surströmming,−73.42.00,286.52.00,6094.57.00,−90317.48.00,TRUE,FALSE,354.07.00
1187,592.45.00,−196.14.00,1027.44.00,−893.24.00,−431.43.00,mustard silt,−864.01.00,−410.21.00,5627.26.00,−90257.51.00,FALSE,FALSE,452.23.00
1188,973.15.00,493.11.00,2635.42.00,−1081.39.00,1085.00.00,mustard silt,−953.44.00,702.18.00,6751.39.00,−89227.00.00,FALSE,FALSE,−539.23.00
1189,376.17.00,−440.33.00,1593.36.00,−1617.32.00,−1302.21.00,surströmming,−1580.10.00,1200.44.00,5775.27.00,−89848.22.00,TRUE,FALSE,738.31.00
1190,965.38.00,−974.06.00,1324.06.00,−1530.07.00,−810.30.00,surströmming,16.02,−1033.02.00,6111.44.00,−90070.55.00,TRUE,FALSE,922.26.00
1191,341.10.00,−129.33.00,1483.06.00,−224.45.00,−618.08.00,surströmming,502.08.00,−155.47.00,5981.55.00,−90847.25.00,TRUE,FALSE,593.27.00
1192,99.03.00,1610.07.00,2650.16.00,−1067.24.00,210.56.00,mustard silt,−615.16.00,−101.30.00,7113.37.00,−90598.01.00,FALSE,FALSE,−934.41.00
1193,1330.58.00,−1251.12.00,2056.22.00,−125.46.00,−1086.59.00,surströmming,−22.11.00,04.52,6653.04.00,−90813.24.00,TRUE,FALSE,399.56.00
1194,1440.52.00,−1298.05.00,1686.55.00,−1625.42.00,−1190.08.00,surströmming,392.31.00,599.39.00,5966.51.00,−89250.02.00,TRUE,FALSE,713.11.00
1195,−376.52.00,574.00.00,2513.20.00,−1640.46.00,1595.57.00,mustard silt,−47.51.00,−1504.54.00,5571.02.00,−90744.39.00,TRUE,FALSE,−1480.06.00
1196,392.45.00,1621.25.00,2159.51.00,−1561.13.00,235.47.00,mustard silt,433.55.00,641.02.00,5778.16.00,−90753.06.00,TRUE,FALSE,−1485.49.00
1197,974.18.00,−880.39.00,2388.16.00,−1366.27.00,−271.46.00,silt med onions,435.31.00,−236.25.00,6499.55.00,−90363.18.00,FALSE,FALSE,1054.27.00
1198,490.07.00,−304.14.00,1834.26.00,−1212.54.00,−669.18.00,mustard silt,−1495.27.00,194.58.00,5762.57.00,−90653.44.00,TRUE,FALSE,721.01.00
1199,1431.29.00,−72.33.00,1664.29.00,−246.53.00,−159.37.00,surströmming,−667.16.00,544.06.00,6517.35.00,−90501.19.00,TRUE,FALSE,−1433.12.00
1200,136.40.00,−55.02.00,1888.22.00,−141.01.00,−121.03.00,silt med schnapps,−350.45.00,−95.27.00,6670.23.00,−89836.09.00,TRUE,FALSE,564.37.00
1201,−138.55.00,413.15.00,1724.35.00,−1290.45.00,576.00.00,mustard silt,−175.52.00,1289.13.00,5611.57.00,−90309.44.00,TRUE,FALSE,−1636.42.00
1202,370.00.00,−442.48.00,1181.12.00,−1101.42.00,−1640.25.00,surströmming,−683.22.00,151.45.00,5756.27.00,−89485.13.00,FALSE,FALSE,1051.18.00
1203,407.59.00,1360.48.00,2226.30.00,−1468.23.00,1328.06.00,mustard silt,−779.54.00,1148.54.00,5828.18.00,−89189.47.00,TRUE,FALSE,−691.35.00
1204,1213.08.00,−890.21.00,1606.19.00,−1673.13.00,−293.07.00,surströmming,428.52.00,−779.16.00,7066.49.00,−90553.04.00,TRUE,FALSE,945.38.00
1205,1174.10.00,−1138.02.00,1012.59.00,−1122.33.00,−838.01.00,mexicansk silt,−112.04.00,−974.40.00,6302.52.00,−90723.11.00,FALSE,FALSE,1199.15.00
1206,351.49.00,−615.09.00,1825.07.00,−1227.47.00,−1353.19.00,silt med schnapps,−369.31.00,661.04.00,7054.09.00,−89662.58.00,FALSE,FALSE,1296.22.00
1207,238.18.00,−71.16.00,1546.57.00,−1026.11.00,−156.48.00,mustard silt,1283.19.00,608.39.00,6704.22.00,−90640.34.00,FALSE,FALSE,1311.40.00
1208,1475.06.00,−330.20.00,1138.20.00,−1333.43.00,−726.43.00,mustard silt,−151.11.00,−576.31.00,6614.42.00,−89537.38.00,TRUE,FALSE,−348.00.00
1209,149.59.00,−100.44.00,2304.52.00,−949.12.00,−221.38.00,mustard silt,−819.58.00,−590.50.00,5840.09.00,−89344.08.00,FALSE,FALSE,1439.11.00
1210,1380.46.00,−37.17.00,2278.19.00,−1542.10.00,−82.02.00,old-fashioned silt,1225.14.00,1347.38.00,5844.39.00,−90673.25.00,TRUE,FALSE,−330.16.00
1211,196.30.00,1252.27.00,1914.27.00,−1350.05.00,1089.42.00,mustard silt,−670.50.00,−02.52.00,5854.00.00,−90159.25.00,TRUE,FALSE,−1427.35.00
1212,1203.49.00,664.08.00,1108.16.00,−926.39.00,1461.07.00,mustard silt,77.52.00,−440.36.00,6521.51.00,−89362.06.00,FALSE,FALSE,−602.11.00
1213,267.08.00,1588.24.00,2549.58.00,−1726.31.00,163.09.00,mustard silt,−236.37.00,1495.00.00,5626.45.00,−90791.30.00,TRUE,FALSE,−909.05.00
1214,−251.31.00,214.10.00,2356.53.00,−1413.31.00,804.18.00,mustard silt,65.34.00,270.42.00,5915.45.00,−90299.07.00,TRUE,FALSE,−287.35.00
1215,1343.03.00,66.07.00,2488.12.00,−135.31.00,145.27.00,mustard silt,−788.53.00,214.46.00,6168.55.00,−90848.22.00,TRUE,FALSE,−445.23.00
1216,−269.48.00,288.50.00,2640.49.00,−209.54.00,968.35.00,mustard silt,1220.58.00,−1620.51.00,5738.22.00,−89331.29.00,TRUE,FALSE,−1060.07.00
1217,492.24.00,1086.16.00,1518.49.00,−1433.55.00,724.08.00,mustard silt,192.09.00,307.36.00,6788.52.00,−90062.34.00,TRUE,FALSE,−155.59.00
1218,1132.18.00,−1334.27.00,1617.26.00,−826.20.00,−1603.15.00,surströmming,−130.53.00,−674.56.00,6602.59.00,−90102.26.00,TRUE,FALSE,241.07.00
1219,117.59.00,−139.22.00,1516.34.00,−185.44.00,−306.37.00,surströmming,−1380.09.00,619.38.00,6362.15.00,−90436.19.00,TRUE,FALSE,1110.31.00
1220,1196.24.00,−1168.00.00,1740.18.00,−580.14.00,−903.57.00,surströmming,689.06.00,−971.21.00,6343.49.00,−90131.53.00,TRUE,FALSE,176.16.00
1221,1144.45.00,−1279.26.00,1217.28.00,−1233.58.00,−1149.06.00,curry silt,−270.55.00,807.31.00,6742.35.00,−90227.25.00,FALSE,FALSE,1496.22.00
1222,772.15.00,−633.42.00,1384.05.00,−317.26.00,−1394.07.00,surströmming,337.29.00,1125.04.00,5830.24.00,−89196.07.00,TRUE,FALSE,444.33.00
1223,446.22.00,−572.36.00,2430.11.00,−1520.10.00,−1592.50.00,surströmming,280.11.00,218.27.00,5572.31.00,−89191.37.00,TRUE,FALSE,1329.30.00
1224,1332.08.00,−1425.17.00,1205.49.00,−1154.36.00,−470.33.00,surströmming,1034.06.00,1592.01.00,6907.42.00,−90535.15.00,FALSE,FALSE,865.27.00
1225,158.07.00,131.06.00,2068.18.00,−347.28.00,621.32.00,mustard silt,−1061.20.00,283.48.00,6763.31.00,−89670.32.00,TRUE,FALSE,−1603.39.00
1226,−832.19.00,458.33.00,1882.06.00,−183.39.00,1341.56.00,mustard silt,636.00.00,1604.05.00,5916.24.00,−89843.15.00,TRUE,FALSE,−1249.11.00
1227,20.36,−357.59.00,1249.23.00,−1162.12.00,−1453.49.00,surströmming,−460.31.00,−140.39.00,6034.49.00,−89986.36.00,FALSE,FALSE,271.31.00
1228,1136.12.00,547.36.00,1765.24.00,−639.05.00,1204.44.00,silt med schnapps,−346.45.00,38.30.00,5533.01.00,−89961.32.00,TRUE,FALSE,−1155.38.00
1229,688.58.00,1066.57.00,1001.20.00,−1739.23.00,681.37.00,mustard silt,453.58.00,1216.46.00,5696.17.00,−89299.58.00,TRUE,FALSE,−1413.01.00
1230,1420.41.00,125.47.00,2547.33.00,−1051.47.00,276.43.00,mustard silt,−222.34.00,356.22.00,6262.39.00,−89472.17.00,FALSE,FALSE,−1531.47.00
1231,45.51.00,105.06.00,1454.00.00,−545.06.00,231.13.00,surströmming,−617.46.00,−992.45.00,6972.16.00,−90628.09.00,TRUE,FALSE,803.59.00
1232,−316.07.00,780.52.00,1563.56.00,−621.39.00,385.23.00,mustard silt,−43.45.00,−121.03.00,5746.13.00,−90007.36.00,FALSE,FALSE,−1415.53.00
1233,927.08.00,−778.33.00,1135.48.00,−1340.31.00,−380.16.00,surströmming,830.40.00,−327.56.00,6379.49.00,−89657.23.00,FALSE,FALSE,568.51.00
1234,442.02.00,−179.17.00,1280.10.00,−1258.43.00,−394.25.00,mustard silt,−40.26.00,307.17.00,6641.42.00,−89462.25.00,TRUE,FALSE,1371.18.00
1235,814.37.00,828.50.00,1989.36.00,−1201.15.00,157.46.00,mustard silt,122.50.00,−356.32.00,6146.53.00,−89977.11.00,FALSE,FALSE,−465.41.00
1236,1510.36.00,−87.09.00,1167.58.00,−577.42.00,−524.52.00,mexicansk silt,−796.06.00,−977.01.00,6077.29.00,−90457.04.00,FALSE,FALSE,1441.48.00
1237,694.13.00,−327.52.00,1425.35.00,−1123.12.00,−721.17.00,mustard silt,−647.10.00,1223.40.00,5798.28.00,−90742.14.00,FALSE,FALSE,727.32.00
1238,862.58.00,1117.02.00,1030.32.00,−1401.12.00,791.49.00,mustard silt,1631.05.00,−389.39.00,6133.21.00,−89731.39.00,TRUE,FALSE,−1026.40.00
1239,−595.53.00,1098.09.00,2585.38.00,−1326.15.00,1083.25.00,mustard silt,−437.00.00,−1128.53.00,5956.54.00,−89459.59.00,TRUE,FALSE,−735.07.00
1240,1581.16.00,82.07.00,2174.50.00,−454.49.00,180.38.00,silt med onions,−624.39.00,32.42.00,6196.03.00,−89507.49.00,TRUE,FALSE,−351.12.00
1241,1359.38.00,240.51.00,1634.41.00,−124.10.00,529.52.00,silt med onions,−1037.03.00,−1143.29.00,5637.20.00,−90791.14.00,TRUE,FALSE,−43.35.00
1242,496.49.00,137.42.00,1546.13.00,−1680.06.00,302.56.00,silt med schnapps,1528.40.00,−123.52.00,6722.47.00,−89511.14.00,TRUE,FALSE,78.55.00
1243,328.39.00,1330.32.00,1912.04.00,−132.05.00,1261.31.00,mustard silt,608.03.00,−288.28.00,6577.20.00,−89692.36.00,TRUE,FALSE,−1483.38.00
1244,566.37.00,−413.55.00,1951.39.00,−290.40.00,−910.36.00,surströmming,−333.21.00,−21.21.00,6811.04.00,−90307.04.00,TRUE,FALSE,440.37.00
1245,781.30.00,984.24.00,2413.07.00,−969.56.00,500.00.00,mustard silt,751.28.00,−941.48.00,6803.24.00,−89943.03.00,FALSE,FALSE,−244.09.00
1246,182.49.00,1073.14.00,1682.03.00,−204.42.00,695.26.00,mustard silt,−284.08.00,−801.40.00,6284.23.00,−90851.32.00,TRUE,FALSE,−562.01.00
1247,784.18.00,897.01.00,1749.49.00,−1741.20.00,307.45.00,mustard silt,364.57.00,−1126.10.00,6026.29.00,−90807.07.00,TRUE,FALSE,−436.28.00
1248,1153.12.00,514.20.00,2262.08.00,−1051.55.00,1131.32.00,mustard silt,1601.55.00,−1272.48.00,6136.44.00,−89590.17.00,FALSE,FALSE,−56.58.00
1249,555.35.00,−581.11.00,1583.12.00,−1710.23.00,−1278.37.00,surströmming,−717.41.00,57.46.00,5734.51.00,−90241.49.00,TRUE,FALSE,1369.47.00
1250,263.32.00,−262.01.00,2251.48.00,−1555.35.00,−909.35.00,surströmming,1022.09.00,1345.37.00,5795.19.00,−89745.16.00,TRUE,FALSE,427.23.00
1251,−1147.33.00,1113.47.00,2145.38.00,−1428.29.00,1117.48.00,mustard silt,553.05.00,1042.04.00,5502.46.00,−89386.37.00,TRUE,FALSE,−221.47.00
1252,−432.32.00,282.24.00,2663.57.00,−823.04.00,954.26.00,mustard silt,−356.28.00,761.09.00,6001.39.00,−89369.08.00,FALSE,FALSE,−856.40.00
1253,176.13.00,1416.22.00,1084.04.00,−1594.35.00,1450.20.00,mustard silt,−343.39.00,56.53.00,6102.01.00,−89989.50.00,TRUE,FALSE,−358.02.00
1254,1397.13.00,377.44.00,2090.13.00,−1482.05.00,831.01.00,mustard silt,−1545.41.00,434.26.00,6049.30.00,−89338.00.00,TRUE,FALSE,−1267.37.00
1255,979.45.00,603.00.00,2592.43.00,−884.41.00,1326.37.00,mustard silt,137.21.00,425.57.00,5755.03.00,−90543.45.00,FALSE,FALSE,−236.16.00
1256,218.26.00,−209.23.00,1374.22.00,−1300.27.00,−460.39.00,mustard silt,1310.45.00,107.07.00,6749.21.00,−89555.24.00,TRUE,FALSE,232.16.00
1257,520.13.00,−175.06.00,1492.34.00,−315.23.00,−385.13.00,surströmming,−31.14.00,1143.00.00,6288.11.00,−90837.11.00,TRUE,FALSE,1221.58.00
1258,1645.07.00,−1349.24.00,1938.27.00,−735.38.00,−1303.01.00,surströmming,−1189.53.00,526.47.00,7054.22.00,−90300.47.00,TRUE,FALSE,1057.38.00
1259,1245.13.00,817.12.00,1569.51.00,−273.00.00,132.11.00,mexicansk silt,116.28.00,1604.05.00,6260.31.00,−90795.28.00,TRUE,FALSE,−799.56.00
1260,224.07.00,09.32,1296.43.00,−650.51.00,20.59,mustard silt,756.10.00,1030.10.00,5752.20.00,−89288.34.00,FALSE,FALSE,477.37.00
1261,1283.37.00,286.55.00,1835.24.00,−1530.05.00,631.13.00,old-fashioned silt,−180.33.00,1095.06.00,6982.55.00,−89609.21.00,TRUE,FALSE,−412.38.00
1262,−170.25.00,1649.19.00,1189.04.00,−266.49.00,630.17.00,mustard silt,797.41.00,−1251.03.00,5741.46.00,−89965.43.00,TRUE,FALSE,−980.49.00
1263,568.37.00,−355.21.00,1749.37.00,−1095.31.00,−1114.54.00,curry silt,−319.11.00,−1069.53.00,5593.14.00,−90052.29.00,FALSE,FALSE,1272.23.00
1264,63.33.00,−126.45.00,1234.39.00,−317.55.00,−611.59.00,surströmming,−1535.37.00,852.31.00,6787.21.00,−89903.17.00,TRUE,FALSE,1579.02.00
1265,1502.05.00,367.40.00,1058.40.00,−1599.19.00,808.52.00,mustard silt,1402.43.00,374.18.00,5799.53.00,−89863.38.00,TRUE,FALSE,−703.58.00
1266,241.38.00,−369.36.00,1697.44.00,−114.59.00,−1479.24.00,surströmming,−653.26.00,778.25.00,5733.47.00,−89776.35.00,TRUE,FALSE,721.01.00
1267,1487.07.00,−1617.45.00,1306.08.00,−1400.40.00,−227.42.00,silt med schnapps,−647.19.00,−142.36.00,5909.36.00,−90570.37.00,TRUE,FALSE,336.48.00
1268,853.18.00,−1270.20.00,1973.43.00,−1717.55.00,−1129.04.00,surströmming,−933.24.00,−108.01.00,6715.13.00,−90456.25.00,TRUE,FALSE,1459.48.00
1269,746.36.00,−948.22.00,1334.05.00,−1344.01.00,−753.52.00,surströmming,861.50.00,−1034.05.00,6988.52.00,−89395.17.00,FALSE,FALSE,1635.10.00
1270,−1314.42.00,935.47.00,2465.38.00,−1364.02.00,1059.20.00,mustard silt,224.54.00,126.19.00,5879.10.00,−90808.54.00,TRUE,FALSE,−1756.39.00
1271,1546.39.00,−304.36.00,1340.03.00,−370.40.00,−670.07.00,surströmming,−493.16.00,918.46.00,6393.30.00,−89253.32.00,TRUE,FALSE,−833.59.00
1272,−1201.55.00,1089.04.00,2472.56.00,−556.48.00,1396.34.00,mustard silt,−1022.18.00,792.30.00,5475.12.00,−89781.10.00,TRUE,FALSE,−1111.15.00
1273,828.01.00,−908.54.00,1208.55.00,−1148.37.00,−333.54.00,mustard silt,−1075.27.00,−945.58.00,6229.41.00,−90595.56.00,FALSE,FALSE,646.06.00
1274,700.23.00,1415.23.00,1381.41.00,−392.50.00,1448.11.00,mustard silt,464.55.00,−1309.48.00,6707.41.00,−89733.46.00,TRUE,FALSE,−1484.33.00
1275,901.23.00,−1032.21.00,1228.18.00,−1472.25.00,−605.29.00,curry silt,−249.55.00,1458.32.00,6391.08.00,−90224.25.00,TRUE,FALSE,993.17.00
1276,205.25.00,−189.34.00,1021.33.00,−1044.05.00,−750.11.00,surströmming,−582.58.00,−991.42.00,6851.36.00,−89678.51.00,FALSE,FALSE,1070.42.00
1277,469.17.00,1001.22.00,1363.33.00,−1043.29.00,537.21.00,mustard silt,−1239.45.00,856.32.00,6610.11.00,−90161.07.00,FALSE,FALSE,−556.07.00
1278,662.16.00,−634.51.00,2043.46.00,−1678.54.00,−64.09.00,surströmming,−1539.25.00,807.44.00,5986.28.00,−89626.01.00,TRUE,FALSE,272.04.00
1279,1440.10.00,90.47.00,2115.34.00,−596.36.00,199.43.00,silt med schnapps,209.08.00,−546.50.00,6083.32.00,−90066.01.00,TRUE,FALSE,−773.21.00
1280,796.52.00,−824.41.00,1536.34.00,−416.05.00,−148.37.00,surströmming,−246.39.00,197.30.00,6855.07.00,−89296.21.00,TRUE,FALSE,85.21.00
1281,654.51.00,696.00.00,2503.28.00,−1219.30.00,1531.12.00,mustard silt,515.01.00,−605.03.00,6848.37.00,−89835.05.00,TRUE,FALSE,−1534.51.00
1282,44.25.00,00.20,2458.02.00,−1010.00.00,00.45,mustard silt,234.36.00,−1423.41.00,6817.52.00,−90665.50.00,FALSE,FALSE,1234.16.00
1283,1652.32.00,−248.33.00,1644.55.00,−170.08.00,−1213.04.00,surströmming,−37.21.00,−1256.48.00,5592.49.00,−90654.19.00,TRUE,FALSE,1281.17.00
1284,−472.14.00,419.16.00,1768.51.00,−266.31.00,1255.32.00,mustard silt,−632.58.00,−533.09.00,7082.44.00,−89541.48.00,TRUE,FALSE,−1623.39.00
1285,1547.15.00,609.47.00,2005.20.00,−1301.49.00,1341.31.00,mustard silt,980.16.00,167.23.00,5719.43.00,−89312.23.00,TRUE,FALSE,−470.59.00
1286,162.33.00,211.45.00,2383.13.00,−215.21.00,465.50.00,old-fashioned silt,203.06.00,305.12.00,5494.41.00,−90303.38.00,TRUE,FALSE,440.26.00
1287,1291.38.00,−1507.15.00,2161.38.00,−1017.51.00,−1650.18.00,surströmming,−461.19.00,−745.39.00,6390.44.00,−90678.51.00,FALSE,FALSE,151.31.00
1288,1146.44.00,490.05.00,1206.46.00,−1325.07.00,1078.11.00,mustard silt,1510.54.00,811.49.00,6442.06.00,−89548.02.00,TRUE,FALSE,−75.48.00
1289,279.28.00,−1543.57.00,2404.16.00,−1583.59.00,−398.30.00,surströmming,−932.59.00,−766.27.00,5574.27.00,−90005.52.00,FALSE,FALSE,1299.50.00
1290,−20.54.00,1325.30.00,1185.38.00,−317.19.00,1583.33.00,mustard silt,383.59.00,167.55.00,6573.23.00,−90746.40.00,TRUE,FALSE,−1002.19.00
1291,1446.34.00,−1383.55.00,1433.42.00,−300.08.00,−46.24.00,surströmming,−1326.57.00,−913.13.00,6522.15.00,−89601.31.00,TRUE,FALSE,871.09.00
1292,−172.39.00,367.17.00,2285.44.00,−1049.36.00,1141.09.00,mustard silt,486.16.00,993.26.00,6658.12.00,−90435.18.00,FALSE,FALSE,−1376.44.00
1293,1604.03.00,−1645.14.00,2218.56.00,−1593.23.00,−288.10.00,surströmming,−1089.58.00,221.52.00,7117.21.00,−89563.36.00,TRUE,FALSE,810.15.00
1294,704.30.00,−698.54.00,1880.36.00,−1702.10.00,−1537.35.00,surströmming,955.04.00,−1240.51.00,6198.52.00,−89775.18.00,TRUE,FALSE,636.20.00
1295,308.14.00,914.21.00,1430.26.00,−244.23.00,345.55.00,mexicansk silt,508.28.00,−1450.53.00,5938.20.00,−89767.49.00,TRUE,FALSE,−1079.23.00
1296,1413.01.00,224.09.00,2276.06.00,−1657.37.00,493.08.00,mustard silt,−603.25.00,−597.41.00,6424.13.00,−90460.13.00,TRUE,FALSE,−384.32.00
1297,600.02.00,−646.59.00,2224.25.00,−1017.52.00,−90.50.00,surströmming,−1566.38.00,−359.29.00,6367.58.00,−89704.04.00,FALSE,FALSE,581.36.00
1298,1664.47.00,−264.09.00,2404.30.00,−1371.33.00,−581.07.00,mustard silt,70.37.00,−110.16.00,5875.49.00,−89949.42.00,TRUE,FALSE,608.20.00
1299,146.50.00,−263.03.00,1671.09.00,−208.25.00,−911.51.00,surströmming,−399.36.00,−33.44.00,5478.35.00,−90389.40.00,TRUE,FALSE,964.39.00
1300,833.00.00,1030.56.00,1535.34.00,−1708.47.00,602.24.00,mustard silt,−718.03.00,−548.40.00,6429.10.00,−89663.11.00,TRUE,FALSE,−606.53.00
